食材
忌廉芝士
糖
莎莉蛋糕
草莓果醬
藍莓
黑朱古力
朱古力楱子醬
楱子粒
白蘿蔔
糖
白米醋
粗鹽
青紅尖椒
松本茸
茶樹菇
猴頭菇
乾玉竹
果皮
龍眼肉
蜜棗
鹽
鵪鶉
杞子
薯仔
蒜粉
鹽
黑胡椒粉
野生鷓鴣
脫水淮山
無花果
瘦肉
巴馬火腿
陳皮
水
龍蝦
上湯
西蘭花
蛋炒飯
黑松露醬
芝士碎
雞蛋
皮蛋
鹹蛋
沖
調味料鹽
油
胡椒粉
薯
大
小
蒜
椰糖黑糖
腿

水
生抽
老抽
大連鮑魚
冰水
粟粉
冰
鮮雞
韓國人蔘
紅棗
粟子
蒜頭
糯米
京
薑片
杞子
清雞湯
清水
胡椒粉
鹽
羊架
牛油
迷迭香
蘿勒
黑椒碎
雞粉
美極鮮醬油
糖
黃油法國春雞
蒜蓉
黑松露醬
冷飯
洋蔥
即磨黑胡椒
香草蒜鹽
油黑松露油
雞翼
料理酒
魚露
蠔油
豉油
糖
黑椒
蒜蓉
蒜蓉牛油汁
蠶豆肉
椰奶
豆奶
粗鹽
鹽和黑椒
餅乾
牛奶
泡打粉
米粉
粘米粉
吉士粉
椰漿
油
糖
水
芒果蓉
魚膠粉
飲用水
蝦
蛋
咸蛋黃
咸蛋白
指天椒
蔥
生粉
鹽
淡忌廉
低脂煉奶
雲呢拿香油
黑糖珍珠
黑糖漿
黑糖漿
義大利青櫛瓜
義大利黃櫛瓜
茄子
紅椒
蕃茄
罐裝義大利車厘茄
洋蔥
蒜頭
水
蒜鹽
蕃茜
鹽黑胡椒
急凍鱈魚柳
鹽
美國焗薯
洋蔥
雞蛋
麵包糠
番茜
忌廉芝士起士
糖
低筋麵粉
鮮奶
雞蛋
蒜蓉
茄子
蔥粒
芝麻
指天椒
十三香粉
生抽
蠔油
糖
胡椒粉
面筋
香菇
油
水
八角
老抽
蠔油
蔥花
鹽
朱古力餅
泡打粉
牛奶
黑朱古力
淡忌廉
冬蟲夏草
海竹頭切片
清水
茄子
蒜蓉
乾蔥蓉
指天椒
麻辣紅油
孜然
蔥粒
蠔油
豉油
糖
水
油
模具
鋁箔紙
焦糖
棕櫚糖或糖
水
布丁液
全蛋
煉乳
牛奶
豬小排
芋頭
蔥
辣椒
鹽
黑胡椒粉
醬油
棕梠糖或二砂
香油
太白粉或玉米粉
硬豆腐
生粉
味椒鹽
油
酸菜
梅花肉
蒜頭
辣椒
醬油
棕櫚糖或二砂
有機小黃瓜
蒜味香腸
蒜頭
蔥
辣椒
紅蘿蔔
鹽
黑胡椒粉
急凍熟龍蝦
日本富士蘋果
日本王林
罐頭菠蘿
罐頭粟米粒
熟雞蛋
日本沙律醬
忌廉芝士
淡忌廉
砂糖
酸忌廉
希臘乳酪
白朱古力
零陵香豆
雲呢拿條
檸檬汁
廌粟粉
雞蛋
牛油
水
中筋麵粉
雞蛋
砂糖
即溶咖啡粉
白糖
熱水
蛋
低筋麵粉
菜油
肉絲
木耳絲
荀絲
紅蘿蔔絲
三色椒絲
蒜蓉
薑蓉
豆瓣醬
紹興酒
醬油
生粉
熟油
陳醋
糖
雞粉
水
杏鮑菇
蒜末
辣豆瓣醬
米酒
醬油
蠔油
辣椒
蔥花
新鮮雞脾
新鮮雞翼
糟鹵
水
杞子
糖
鹽
八角
花椒
花雕酒
松木茸
花膠仔
乾響螺頭
鮮雞殼
薄雲腿片
薑片
蜜棗
鹽
汆水料薑
汆水料蔥
小竹魚
太白粉淀粉生粉
沙拉油
洋蔥
紅蘿蔔
清酒米酒
味淋酒
醬油
醋
昆布高湯
白糖
蓮藕
水煮大豆木耳
青紫蘇
糯米粉
油炸用油
蘿蔔泥
鹽
醬油
蠶豆廢棄率
媽鈴薯
洋蔥
鹽
奶油牛油油
蔬菜高湯
豆漿
胡椒
鹽
豬肉眼
紫洋蔥
燒汁
老抽
豉油
糖
生粉
蛋白
低筋麵粉
無鹽牛油
蛋黃
巴馬臣芝士粉
芝士
糖
鹽
冬菇
木耳
瘦肉
雞蛋
粉絲
雞粉
砂糖
鹽
方包
雞蛋
火腿
芝士
芥茉漿
全鴨
芒果
糯米
椰漿
班蘭葉
冰糖
鹽
豬軟骨
薑片
蔥
白味噌
赤味噌
料理酒
味醂
淡口醬油
糖
鰹魚粉
水
低筋粉
泡打粉
鹽
無糖可可粉
蛋
乳酪
糖
橄欖油菜油
高筋麵粉
水
鹽
油
酵母
高筋麵粉
低筋麵粉
即溶酵母
鹽
糖
奶粉
鮮奶
雞蛋
湯種
無鹽牛油
午餐肉
香腸
黑白芝麻
鮑魚
新鮮豬肉
腰果
去核紅棗
乾瑤柱
茶樹菇猴頭菇孢子頭虫草花
羊肚菌竹笙姬松茸
蘿蔔
日本醬油
酒
味醂
糖
鰹魚粉
水
糖霜糖粉
雞蛋
蜜糖
清水
味醂
低筋麵粉
蘇打粉
自制紅豆泥
麥芽糖或砂糖
暖水
黑糖
中筋麵粉
速發酵母
火腿
菠蘿
車打芝士
茄汁
蒜頭
鹽
糖
胡椒粉
橄欖油
玉子豆腐
蛋
急凍蝦仁
油
生抽
鹽
水
白花
薑片
蔥
泰安雞
味鹽
即食海蜇
小黃瓜
沙律醬
豆瓣醬
煉奶
檸檬汁
一排羊架
醃料鹽
孜然
乾迷迭香碎
糖
法式芥末
孜然
生抽
老抽
粟粉
油
急凍咸豬手
月桂葉
黑胡椒粒
白醋
黑啤酒
蜜糖
雞一隻
水
生抽
老抽
冰糖
八角
桂皮
青蔥
雞胸肉
鹽
糖
胡椒粉
蛋白
洋蔥
急凍雜菜豆
新鮮蘑菇
鮮奶
淡忌廉
菇粉
無鹽牛油
低筋麵粉
鴨舌
薑片
切段
紹興酒
蒜頭
花椒粒
辣椒乾碎
麻辣醬
紹興酒
暖開水
花椒油
調味料
生抽
老抽
牛奶
雞蛋
糖
香草精
水
熱水
草莓
熟香蕉
任何一款早餐麥穀片
牛奶植物奶
排骨
乾香菇
蒜頭
豆包
肉骨茶包
醬油
蠔油
米酒
鹽
白胡椒粉
沙拉油
鮮奶
中筋麵粉
糖
鹽
即發酵母
紅龍果汁
牛奶
粟米芯
谷芽
麥芽
生薏仁
黃耆
熟薏仁
連皮冬瓜
片糖
陳皮
雲苓
南豆
赤小豆
魚皮
淨咸蛋黃
牛油
鹽
咖哩粉
原味餅乾
純可可粉
奶
小湯圓丸子
紅豆
粘米
澄面
生粉
片糖
糯米粉
木薯粉
無鹽牛油
雞蛋
牛奶
糖
芝士粉起士
芝士碎起士
鹽
泡打粉
油
豬梅頭肉豬肋條
糖
薑汁
玫瑰露酒
老抽
五香粉
蜂蜜
叉燒醬
油
豬頸肉
蒜頭
芫茜頭

白胡椒粉
生抽
蠔油
芫茜
辣椒粉
青檸
煎炸豆腐

蔥花
孜然粉
白芝麻
花椒粉
蒜蓉
辣椒粉
生抽
白胡椒粉
蠔油
粉紅海鹽
水
油
蒜蓉
扇貝
粉絲
鹽和糖
指天椒
蔥粒
雞脾
鹽焗雞粉
炸雞粉
西蘭花
牛油
芝士
芝士碎
淡忌廉
低筋麵粉
鹽
糖
黑胡椒
水
燕麥片
乳酪
奇亞籽
牛奶
可可粉
香蕉
果醬
花生醬
蘋果
肉桂粉
豬梅花肉
鹽
胡椒
低筋麵粉
沙拉油

番茄醬
醬油
味醂
蠔油
鹽
蒜頭
雞翼
蒜鹽
米酒
糖
粟粉
生抽
蠔油
孜然粉
五香粉
辣粉五香粉
黑芝麻
羊柳
多寶魚
蝦肉
蛋白
忌廉
百里香
迷迭香
鹽
黑椒
白胡椒
高筋粉
糖
鹽
奶粉
酵母
牛奶
無鹽牛油
雞
甘筍
薯仔
洋蔥
椰漿
鹽
咖哩粉
水
硬豆腐
冬菇
蝦米
鯪魚肉
胡椒粉
鮑魚汁
五花腩
椰菜
青椒
辣椒
豆乾
辣豆瓣醬
生抽
糯米粉
木薯粉
鹽
無鹽牛油溶液
芝士粉
巴馬臣芝士碎
鮮奶
蛋
水
鹽
黑糖
高筋麵粉
速發酵母
無鹽牛油
蛋液
雞蛋
鹽
牛油
藍莓或草莓

百香果
益力多
凍開水
新鮮薄荷葉
冰塊
竹筍
豆皮
米
日式高湯
淡醬油
味醂
鹽
高粉
鮮奶
低粉
奶粉
鹽
糖
即溶酵母
清水
湯種
無鹽牛油
菠蘿
辣肉腸
蟹柳
粟米粒
起士
起士
巴馬臣芝士
蕃茄醬
青蘋果
檸檬
薄荷
薄荷
白酒醋
糖
雞蛋
雞
四季鹽焗雞粉
幼鹽
薑
蔥
水
蒜頭
辣椒
菜籽油
蠔油
生抽

鹽
米
雞湯
金華火腿
小棠菜
麻油
牛展
柱侯醬
生抽
老抽
冰糖
白蘿蔔
乾蔥頭
蒜頭
雞
栗子
薑
乾頭
生抽
紹興酒
糖
蠔油
老抽
水
杏鮑菇
麻油
辣椒
蒜頭
九層塔
生抽
米酒
梅肉
紅椒
青椒
罐頭菠蘿
生粉
蛋
生抽
糖
茄汁
醋
水
骨腩
叉燒醬
生抽
蜜糖
牛絞肉
豬絞肉
牛油
洋蔥
麵包粉
牛奶
雞蛋
汁
烤好的新洋蔥
米酒
濃醬油
味淋
醋
蜂蜜
鹽
胡椒粉

即溶咖啡粉
砂糖
熱水
鮮奶
冰
麵粉
糯米粉
粘米粉
水
菜油
鹽
蔥花
櫻花蝦乾
菜脯碎
牛肋條
洋蔥
薯仔
紹酒
薑片
甘筍
咖喱醬
蒜蓉
淡忌廉
焗腰果
甜椒仔
咸牛油
紅酒
紅蔥頭
蒜頭
月桂葉
檸檬
水
中筋麵粉
鹽
熱滾水
室水
油
五香粉
蔥
熱油
厚切帶骨扒
青蘋果
黑醋汁
橄欖油
海
黑椒碎
糖
雜香草碎
味牛油
蒜頭
紅蔥頭
白酒
拌碟
薯蓉
燒甜椒
蟹肉棒
胡椒鹽
炸油
芒果仔
即食紫米飯
麵筋
紅椒粉
五香粉
老抽
蠔油
麻油
水
糖
提子乾
沸水
紅茶包
糖
雞蛋
中筋麵粉
泡打粉
海綿蛋糕材料為
蛋白
蛋黃
糖
低筋麵粉
可可粉
牛油溶液
材料為
朱古力溶液
餅
糖水
淡忌廉
天貝
椰子粉
杏仁粉
亞麻籽粉
牛至
蒜鹽
蕃茄
有機蕃茄粉
羅漢果糖
西蘭花
高筋麵粉
酵母
糖
鹽
牛奶
無鹽牛油
全蛋液
腸仔
可樂
急凍鴨舌
薑
紹酒
生抽
老抽
胡椒粉
高筋麵粉
煉乳
抹茶粉
無鹽牛油
牛奶
速發乾酵母
糖
鹽
低脂希臘乳酪
蜜糖
士多啤梨藍莓
無糖或低糖士多啤梨醬藍莓醬
鮪
白飯
海苔絲
蔥
芥末
醬油
菠蘿
雞翼
紹興酒
豉油
糖
紅蘋果
白方包
老行家官燕蘋果玫瑰果醬
牛油
雞蛋
糖霜
肉桂粉
雞扒
蒜頭
韓式麵豉醬
白芝麻粗鹽
紅蘋果
胡椒粉
老行家官燕蘋果玫瑰果醬

生抽
糖
蓮藕
花豆
眉豆
花心
冬菇
蜜棗
鹽
水


牛油
奶油芝士起士
白糖
魚膠粉
熱水
淡忌廉
鮮奶
花奶
西米
牛油
吉士粉
雞蛋
砂糖
紅豆蓉蓮蓉
焗碗
五花肉
蓮藕
馬鈴薯
紅蘿蔔
洋蔥
蒜頭
醬油
棕櫚糖
黑胡椒粉
米酒
鰹魚粉
布丁模具或小碗
全蛋
牛奶
砂糖
香草精或香草莢
砂糖或棕梠糖
水
高筋麵粉
黑糖
鹽
乾酵母粉
全脂牛奶
煉奶
無鹽牛油
低筋麵粉
泡打粉
奶粉
蛋黃
去骨雞腿
洋蔥
馬鈴薯
紅蘿蔔
蘑菇
蒜頭
巴西里葉
管狀通心粉
無鹽奶油
麵粉
牛奶
鹽
黑胡椒粉
白葡萄酒或米酒
切達起司
節瓜
乾瑤柱
生粉水
蠔油
麻油
節瓜汁
海參
唐生菜
冬菇
薑片
蔥
鮑魚汁
蠔油
水
餅乾
牛油
忌廉芝士
砂糖
淡忌廉
芒果
魚膠片
牛奶
熱水
水
蠶豆
雪菜莖部
糖
薑
辣椒
大豬扒
咸豬手
胡椒粒
月桂葉
白醋
水
黑胡椒粒
牛肋條
蕃茄
洋
甘筍
蒜頭
乾頭
薑片
料理酒米酒
冰糖
茄汁
如沒有牛肉汁可加入湯匙生抽取代
牛骨醃肉汁
生抽
清水
清水
寒天粉
砂糖
食用色素
牛奶
銀色食用珠珠
食用銀粉

北海道牛乳
魚膠粉
墨魚膠
油炸鬼
粟米粒
洋蔥
鬆餅粉
低筋麵粉
水
沙律醬
鹽
胡椒粉
四季豆
攪碎豬肉
蝦米
欖菜
糖
生粉
蒜
薑
鹽
生抽
酒
胡椒粉
食油
蠔油
老抽
米粉
雞蛋
蝦仁
青椒
紅椒
肉絲
咖哩粉
鹽
水
免治豬肉
蒜頭
辣椒
小蕃茄
九層塔
醬油
魚露
水
糖
水發魷魚
蠔油
老抽
甜麵醬
糖
麻油
金沙骨
青蔥
淘大蒜蓉
紅辣椒
生粉
淘大醃肉醬汁
已發花膠
雞
雞雜
薑
蒜
乾蔥頭
紫洋蔥
水
紹酒
麻油
芫茜
生抽
胡椒粉
蠔油
甜麵醬
老抽
糯米粉
木薯粉
芝士粉粒
牛油
牛奶
糯米粉
溫水
花生
白芝麻
糖
清水
片糖
伊麵
草菇
冬菇
黃
水
蠔油
頭抽
糖
老抽
蝦
薑片
槽鹵
當歸
紅棗
杞子
清雞湯
水
紹興酒
五加皮
黃糖
號或中筋麵粉
雞蛋
春筍
牛腩
蔥薑
花椒
八角
香葉
紹興酒
豉油
老抽
海鮮醬
鹽
鮑魚汁
水
陳皮
豆板醬
龍魚
或扁魚
雞腳
豬肉連皮
豬骨
八角
紅蔥頭
中筋麵粉
或餃子皮
蔥段
薑片
芒果
吉利丁片
牛奶
忌廉
雞扒
菠菜急凍菠菜
鹽
黑椒
洋蔥粉
蒜粉
洋蔥
蘑菇
忌廉
雞
竹庶
馬蹄
牛肉
花甲
蝦
膏蟹
紅棗
雲耳片
蟲草花
九江雙蒸
白飯
起士
甜忌廉
糖
鮮奶
魚膠粉
水
黑加侖子
新鮮藍莓
汁
水或利賓納
糖
馬利餅或消化餅
無鹽牛油
杏鮑菇
蛋
黑胡椒
白胡椒
鹽
羅漢果
陳皮
雪梨
杞子
水
無糖豆漿
雞蛋
蔥
紅椒
鹽
生粉
七味粉
味椒鹽
胡椒粉
隔篩
炸蒜
錫紙盆
雞蛋
牛奶
低筋麵粉
白砂糖
雲呢拿油
糖霜
焗杯
牛油
雞上髀
雞下髀
雞翼
白乳酪
毫升
菜油
洋蔥粉
黑胡椒粉
白胡椒粉
紅椒粉
蒜粉
辣椒粉
幼鹽
麵粉
栗粉
洋蔥粉
芫萎粉
薑粉
千里香
幼鹽
無激素大雞髀
鹽
胡椒粉
青檸
魚露
椰糖
蒜蓉
指天椒
乾蔥
芫荽
金不換
熟水
肉蟹
中蝦
魷魚
紅衫魚
翠肉瓜
雞湯
薑
白飯
鮮奶
砂糖
牛油
低筋麵粉
蛋黃
蛋白
香蕉
糯米粉
幼砂糖
粟粉
牛奶
椰漿
菜油
水仙芒果
藍青口
洋蔥
蕃茄
甘旬
螺絲粉
茄醬
芹菜
水
黑胡椒碎
花旗蔘片
椰棗
圓肉
杞子
無花果
雞胸殼
薑
魚腩
咖哩粉
地瓜粉
雞蛋
胡椒粉
味椒鹽
薑
酒
豬軟骨
薑
酒
紅茶
蔥
白芝麻
粗鹽
奶油麵
滷水料
腐皮
豬肉碎
雞蛋
味椒鹽
炸鍋
鹽
雞粉
酒
麵粉
剪刀
芝士奶油起司
白砂糖
酸奶油
檸檬汁
香草莢醬
雞蛋
蛋黃
威化餅
無鹽牛油
可可脂
調溫白巧克力
葡萄糖膠
清水
葡萄籽油
光亮果膠
任何水果
雞柳
印度飛餅
洋蔥
米酒
生抽
老抽
蠔油
孜然粒
雲吞皮
蒜切碎
小茴香子
鹽
豬頸肉
紅椒及青椒
豆豉
蒜頭
乾頭
薑片
辣椒
紹興酒
生抽
砂糖
生粉
麻油
蠔油
清水
有機紫菜
豆腐皮
翠玉瓜
甘筍
大啡菇
水
春筍
雞
紅頭
薑片
蒜頭
鹽
老抽
生抽
油
胡椒粉
粟粉
清水
冰鮮豬手
薑
蔥
水
枝竹
南乳吊燒醬
紹酒
柱侯醬
小冰糖
荷葉
膏蟹
白飯
冬菇
腸
乾瑤柱
蝦米
紅頭蔥
西蘭花
蛋白
蛋黃
鮮奶牛奶
糖
鹽
生粉
高筋麵粉
蛋
砂糖
酵母
冇鹽牛油
牛奶
高筋麵粉
砂糖
鹽
酵母
水
油
三色雜豆
雞肉
芝士
芝士粉
蕃茄醬千島沙律醬
低筋麵粉
糖
菜油
牛奶
蛋
淡忌廉
低脂煉奶
雲呢拿香油
低糖夾心餅乾
新豬肉包
雞蛋白
低筋麵粉
木薯粉
生抽
薑粉
五香粉
砂糖
麻油
胡椒粉
紅菜頭
奇異果
士多啤梨
檸檬
香蕉
薑
蕃茄
菠蘿
水
柚子蜜
熱水
蛋王
低筋麵粉
菜油
蛋白
糖
醋
忌廉芝士
忌廉
雞蛋
蛋黃
低筋麵粉
豬肉
蝦
玉子豆腐
鹽胡椒粉
粟粉
醬油
瑞士汁
螺絲粉
急凍豬扒
紅燈籠椒
洋蔥
蒜蓉
肉排
蜜桃
雞蛋
生粉
三色椒
蕃茄汁
白醋
糖
水
豉油
鹽
糖
生油
魚肉
硬豆腐
高筋麵粉
水
高筋麵粉
水
糖
快速酵母
鹽
雞蛋
無鹽牛油
牛奶
椰絲
溶化牛油
淡忌廉
梅頭豬肉
麥芽糖
蜜糖
叉燒醬
甜麵醬
生抽
玫瑰露
無鹽牛油
低筋麵粉
泡打粉
糖
蜜糖
牛奶
蜜糖
糯米粉
紅豆蓉
幼砂糖
水
米糠油
牛肋
蕃茄
薑片
蔥段
八角
米酒
水
生抽
老抽
糖
蠔油
茄子
蔥花
油
蒜蓉
醬油
糖
水
檸檬汁
佛手瓜
熟鹹蛋
蒜
辣椒
蔥
鹽
黑胡椒粉
雞翅
蒜頭
小洋蔥
辣椒
蔥
魚露
棕櫚糖或二砂
黑胡椒粉
檸檬汁
醬油
鹽
水
太白粉或玉米粉
白飯
全蛋
豬里肌
小洋蔥
紅蘿蔔
蔥
鹽
醬油
黑胡椒粉
豬肋骨
蜜糖叉燒醬
叉燒醬
玫瑰露酒
柱候醬
生抽
白菜
火腿或培根
紅蘿蔔
小洋蔥
蒜頭
鹽
馬薩瑞拉起司或批薩起司
白醬
低筋麵粉
奶油
鮮奶
黑胡椒粉
雞精粉或香菇精粉
印度椰子
合掌瓜
豬展骨
自制雞高湯
或雞腳
生薑
清水
墨魚滑
新鮮粟米粒
粟粉
蛋液
麵包糠
水
油
鷹嘴豆
車厘茄
洋蔥
雞湯
蒜頭
咖哩粉
鹽
薑片
撻沙魚
胡椒粉
鹽
粟粉
雞
蒜頭
杞子
紅棗
油
麻油
水
米酒
梨
薑
紅酒
糖
檸檬汁
水
糯米粉
粟粉
上白糖砂糖
牛奶
淡忌廉
無鹽牛油
黃糖黑糖
室雞蛋
雲呢拿香油
中筋麵粉
無糖可可粉
泡打粉
鹽
入爐朱古力粒
牛奶
粟粉
砂糖
鹽
麵包糠
雞蛋
方形焗盤
帶子
紅蘿蔔
荷蘭豆
鹽
雞軟骨
生粉
胡椒粉
鹽
紹興酒
糖
生抽
高筋麵粉
水
急凍火雞腎
紹酒
已烘芝麻
蠔油
生抽
糖
麻油
芫茜碎
蒜蓉
紫花豌豆
雞蛋
高湯
醬油
味醂
糖
醋檸檬汁
粟粉
糖
蛋白
雪糕糯米
窩夫瑞士卷牛油蛋糕
消化餅
無鹽牛油
忌廉芝士
糖
魚膠粉
凍開水
淡忌廉
少甜芒果
芒果喱
滾水
芒果球
彩色粉
藍莓
蛋白
蛋黃
砂糖
鹽
白醋檸檬汁
牛油
花生醬及煉奶
柴魚片
海帶
水
雞翅
薑
蔥
蒜
辣椒
醬油
棕櫚糖或二砂糖
冰糖
米酒
麻油
雞扒件
麵粉
蛋黃
高麗菜
薑汁
清酒
鹽和糖
即磨黑胡椒
白醋
糖
味醂
日式醬油
洋蔥
水煮蛋
美乃滋
鹽
蕃茜碎
煉奶
中筋麵粉
雞蛋
水
醬油
白糖
米酒
味醂
糯米
雞脾
薑片
蔥段
紹興酒
炒香花生碎
熟芝麻
芫茜
紅油辣子
花椒油
生抽
香醋
芝麻醬
雞粉
糖
雞湯
八角
香葉
桂皮
辣椒面
花椒粉
蒜泥
冰鮮鴨
白醋
蜜糖
春卷皮
甜麵醬
青瓜
急凍雞軟骨
無鹽牛油溶液
蒜鹽
粟粉
乾洋芫茜碎
芝士起士
蛋黃
牛奶
植物油
糖
低筋麵粉
蛋白
河粉
牛肉
芽菜
九黃
洋蔥
蔥段
蠔油
豉油
蛋白
胡椒粉
糖
水
生粉
老抽
雞蛋
高湯
太白粉
鹽
白糖
白芝麻
葛粉
水
芥末
醬油
馬鈴薯
雞蛋
片粟粉
鹽
胡椒粉
牛奶
木瓜
花生
眉豆
紅棗
雪耳
果皮
中筋麵粉
快速乾酵母
糖
牛油
牛奶
雞蛋
雞翼
瑞士汁
老抽
甜醋
麥芽糖
鹽
水
蔬菜
紹興酒
雞翼
五花肉
日本白雞蛋
午餐肉
麵粉
栗粉
梳打粉
蒜粉
黑椒
紅椒粉
鹽
魚仔餅燕麥薯片
雞翼
水
糖
鹽
橙皮
月桂葉
指天椒
淡忌廉
煉奶
牛肋條
洋蔥
紅蘿蔔
薯仔
蒜頭
薑
伊麵
草菇
紅蘿蔔
銀芽
豬肉絲
急凍雞中翼
甜梅菜
水
生粉水芡
生抽
紹酒
老抽
麻油
胡椒粉
糖
魷魚
蛋白
麵粉
黑椒
鹽
金錢肚
雞翼尖
薑蔥
李錦記五香滷水汁
水份
小粒冰糖
牛奶豆漿
砂糖
豆粉
葛粉
白玉粉
水
抹茶粉
紅豆餡
蕨餅粉
糖
水
抹茶粉
黃豆粉
即溶咖啡
糖
水
牛奶
雞翼
孜然粉
五香粉
頭抽
糖
紹興酒
鹽
胡椒粉
中蝦
蒜頭
鹽
糖
蒸魚匙油
蔥
油
三文魚去皮及去骨
切碎芫茜
蛋打成醬
檸檬汁
蒜未
梅花肉
青
生薑
酒
水
砂糖
醃漬醬汁
醬油
味醂
雞胸肉
雞蛋
粟粉
低中筋麵粉
泡打粉
鹽
水
蒜頭
黑椒粉
糖
雞中翼
老抽
檸檬
可樂
蔥粒
紹酒
蠔油
生抽
乾蔥頭
蔥段
蒜頭
薑片
雞
大蜆
椰青
香茅
檸檬葉
水
蒜蓉
乾蔥
魚露
糖
馬鈴薯
紅蘿蔔
紅辣椒或紅甜椒
蒜頭
蔥
鹽
雞精粉或香菇精
蔬果醋
中型薯仔
牛油
牛奶
蠔油
雞粉
鹽
糖
黑胡椒碎
生粉
凍開水
全蛋
低筋粉
無鹽牛油
天然羅漢果甜味劑
火雞賢
李錦記滷水汁
薑
蔥頭
水
冰糖
八角
花螺
花椒粒
粗鹽
五香粉
紹酒
黑毛豬梅扒
白飯
乾蔥頭
洋蔥
蕃茄
粟米
本菇
甘筍
雞湯
雞蛋
芝士碎
鹽
黑椒
茄膏
粉
無鹽牛油溶液
蛋黃
蜜糖
蛋白
糖
蛋
鮮奶
牛油
細砂糖
低筋麵粉
無糖朱古力粉
淡忌廉
紅豆蓉
忌廉
砂糖
牛奶
煉奶
餅乾碎
香草精
忌廉
砂糖
阿華田粉
煉奶
牛奶
中筋麵粉
無鋁泡打粉
烘焙小蘇打
鹽
糖
豬油或其它油
雞蛋
牛奶或水
白芝麻
筍子
乾香菇
油蔥酥
醬油
鹽
糖
香菇水
白胡椒粉
香油
豬絞肉
香菇水
蔥花
牛奶
速發酵母
中筋麵粉
沙拉油
比目魚扒
味醂
海鹽
蛋液
粟粉
